"ESNG"	"Symbol"	"cds_length"
"ENSG00000270912"	"RPS28P1"	186
"ENSG00000270914"	"RP5-1077B9.5"	92
"ENSG00000270915"	"RP11-27M5.1"	331
"ENSG00000270916"	"RPL12P50"	115
"ENSG00000270917"	"RP11-27I1.6"	370
"ENSG00000270919"	"RP11-379K22.3"	537
"ENSG00000270920"	"MCRIP2P2"	208
"ENSG00000270921"	"CICP23"	2739
"ENSG00000270923"	"TAS2R6P"	825
"ENSG00000270924"	"RP11-812E19.13"	168
"ENSG00000270926"	"RP11-551L14.7"	669
"ENSG00000270927"	"RP11-179G8.1"	492
"ENSG00000270929"	"SRD5A3P1"	948
"ENSG00000270930"	"GRAMD4P8"	1113
"ENSG00000270933"	"CTD-2227E11.1"	746
"ENSG00000270934"	"RP11-346C16.6"	612
"ENSG00000270935"	"XXbac-BPGBPG24O18.1"	1116
"ENSG00000270936"	"RP5-879K22.1"	667
"ENSG00000270937"	"RP5-856G1.1"	731
"ENSG00000270938"	"RAP2CP1"	1119
"ENSG00000270941"	"RP5-966M1.5"	278
"ENSG00000270945"	"HSPE1P7"	319
"ENSG00000270946"	"CT45A9"	1788
"ENSG00000270947"	"AC025811.3"	471
"ENSG00000270948"	"RP11-460N20.7"	783
"ENSG00000270951"	"RP1-309F20.4"	389
"ENSG00000270953"	"RP11-2E11.9"	622
"ENSG00000270954"	"RPSAP75"	300
"ENSG00000270955"	"RP11-261B23.2"	2088
"ENSG00000270956"	"RP11-65L3.4"	674
"ENSG00000270957"	"RP11-1324A7.2"	198
"ENSG00000270959"	"LPP-AS2"	2851
"ENSG00000270960"	"RP11-366M4.18"	420
"ENSG00000270961"	"IGHD5OR15-5A"	22
"ENSG00000270962"	"RP11-403I13.10"	295
"ENSG00000270964"	"RP11-502I4.3"	1532
"ENSG00000270965"	"RP11-169K19.1"	645
"ENSG00000270966"	"RP11-62H7.3"	285
"ENSG00000270969"	"CTD-2355J17.2"	1002
"ENSG00000270971"	"REXO1L8P"	1895
"ENSG00000270972"	"RP11-326C3.15"	496
"ENSG00000270973"	"SMARCE1P7"	483
"ENSG00000270975"	"MAGOH3P"	445
"ENSG00000270976"	"RP11-110F24.1"	212
"ENSG00000270977"	"AC015849.16"	9027
"ENSG00000270978"	"RP11-54C4.2"	1113
"ENSG00000270980"	"RP11-626A5.2"	453
"ENSG00000270981"	"RP11-550I24.3"	888
"ENSG00000270982"	"RP11-490D19.11"	132
"ENSG00000270983"	"RP11-137J7.3"	336
"ENSG00000270986"	"RP11-123C21.2"	637
"ENSG00000270987"	"RP3-467N11.2"	735
"ENSG00000270988"	"RP11-439C15.5"	496
"ENSG00000270989"	"RP11-844P9.4"	396
"ENSG00000270990"	"RP11-632K21.6"	431
"ENSG00000270992"	"RP11-190G13.4"	430
"ENSG00000270993"	"RP11-1112G13.3"	129
"ENSG00000270994"	"RP11-293B7.1"	935
"ENSG00000270995"	"RP11-29B11.5"	465
"ENSG00000270996"	"RP11-342K6.4"	898
"ENSG00000270997"	"RP11-703P11.1"	633
"ENSG00000270999"	"IGKV1OR2-118"	345
"ENSG00000271002"	"RP11-599B13.8"	314
"ENSG00000271003"	"RP11-440D17.1"	274
"ENSG00000271005"	"CTHRC1P1"	468
"ENSG00000271009"	"RP11-346C20.3"	2071
"ENSG00000271010"	"CTC-539A10.7"	964
"ENSG00000271011"	"RP11-171I2.5"	519
"ENSG00000271013"	"LRRC37A9P"	5375
"ENSG00000271014"	"RP11-717A5.1"	127
"ENSG00000271015"	"IGKV2OR2-7D"	303
"ENSG00000271018"	"RP11-60E8.2"	191
"ENSG00000271021"	"RP5-878I13.2"	461
"ENSG00000271022"	"RP11-142I2.1"	771
"ENSG00000271024"	"HSPE1P19"	294
"ENSG00000271025"	"RP11-708L7.9"	236
"ENSG00000271026"	"KATNBL1P1"	747
"ENSG00000271027"	"RP11-463M14.1"	185
"ENSG00000271028"	"RP11-111A24.2"	1446
"ENSG00000271029"	"RP11-849F2.10"	396
"ENSG00000271032"	"CTD-2527I21.14"	524
"ENSG00000271034"	"RP11-963H1.1"	1539
"ENSG00000271035"	"CTD-2269E23.3"	489
"ENSG00000271036"	"CLPTM1LP1"	483
"ENSG00000271040"	"RP5-933K21.3"	513
"ENSG00000271041"	"RP6-166C19.18"	252
"ENSG00000271042"	"RP3-364H10.1"	312
"ENSG00000271043"	"MTRNR2L2"	86
"ENSG00000271044"	"RP11-255M6.1"	629
"ENSG00000271045"	"NDUFB9P1"	509
"ENSG00000271046"	"RP11-138I18.2"	839
"ENSG00000271047"	"RP11-760D2.12"	143
"ENSG00000271048"	"CTD-2342N23.2"	381
"ENSG00000271049"	"CTD-2553L13.7"	873
"ENSG00000271052"	"RP11-479I16.2"	236
"ENSG00000271053"	"RP11-97F8.1"	880
"ENSG00000271056"	"RP6-43L17.2"	849
"ENSG00000271057"	"RP11-747H12.7"	304
"ENSG00000271063"	"SNRPGP17"	213
"ENSG00000271064"	"RP11-792A8.3"	239
"ENSG00000271065"	"RP11-607P23.1"	345
"ENSG00000271070"	"GMCL1P2"	822
"ENSG00000271071"	"RP11-457M11.6"	1206
"ENSG00000271072"	"PHBP20"	817
"ENSG00000271074"	"RP11-212J19.1"	798
"ENSG00000271075"	"RP11-589M4.4"	759
"ENSG00000271077"	"AC096553.5"	827
"ENSG00000271078"	"RP13-395E19.4"	2049
"ENSG00000271079"	"CTAGE15"	2586
"ENSG00000271081"	"RP11-465K4.4"	303
"ENSG00000271086"	"NAMA"	7694
"ENSG00000271088"	"RP11-497J7.4"	2982
"ENSG00000271092"	"TMEM56-RWDD3"	1994
"ENSG00000271093"	"IGLCOR22-2"	312
"ENSG00000271094"	"RP3-380C13.2"	212
"ENSG00000271095"	"BNIP3P28"	1192
"ENSG00000271096"	"SUMO2P14"	292
"ENSG00000271097"	"RP11-223J6.1"	593
"ENSG00000271098"	"IMMP1LP3"	222
"ENSG00000271099"	"RP11-809N15.3"	1674
"ENSG00000271100"	"RP11-697H9.5"	168
"ENSG00000271101"	"RP11-1003J3.1"	1254
"ENSG00000271105"	"SCML2P2"	539
"ENSG00000271108"	"KATNBL1P5"	516
"ENSG00000271109"	"CTC-523E23.11"	4754
"ENSG00000271111"	"RP11-409K15.1"	904
"ENSG00000271113"	"RP11-159H10.4"	672
"ENSG00000271114"	"RP11-453D21.1"	445
"ENSG00000271115"	"RP11-443I9.1"	986
"ENSG00000271117"	"RP11-377H23.1"	1182
"ENSG00000271118"	"RP11-175E9.2"	221
"ENSG00000271119"	"CTD-2012J19.3"	1658
"ENSG00000271121"	"NUDT4P2"	545
"ENSG00000271122"	"RP11-379H18.1"	4199
"ENSG00000271123"	"TCEB1P5"	332
"ENSG00000271127"	"LL22NC03-N64E9.1"	2141
"ENSG00000271128"	"CTB-113I20.1"	126
"ENSG00000271129"	"RP11-123C5.5"	477
"ENSG00000271130"	"IGHV3OR16-8"	347
"ENSG00000271131"	"RP11-33A14.3"	483
"ENSG00000271133"	"CTA-293F17.1"	1611
"ENSG00000271134"	"RP11-416L21.2"	371
"ENSG00000271136"	"RP11-320J16.1"	438
"ENSG00000271137"	"RP5-966M1.4"	882
"ENSG00000271138"	"IGLVIVOR22-1"	395
"ENSG00000271140"	"PRR20FP"	179
"ENSG00000271141"	"RP11-171I2.4"	542
"ENSG00000271142"	"YWHAQP7"	657
"ENSG00000271143"	"RP11-12L8.2"	202
"ENSG00000271146"	"RP11-479F13.1"	394
"ENSG00000271147"	"ARMCX5-GPRASP2"	6732
"ENSG00000271148"	"RP11-401N18.1"	583
"ENSG00000271149"	"CTC-457E21.10"	317
"ENSG00000271150"	"CTD-2571L23.9"	270
"ENSG00000271151"	"RP11-394I13.2"	1067
"ENSG00000271153"	"RPL23AP88"	453
"ENSG00000271154"	"RP6-166C19.23"	252
"ENSG00000271155"	"RP11-435O5.5"	1401
"ENSG00000271156"	"RP11-642C5.1"	590
"ENSG00000271157"	"RP1-249C1.1"	783
"ENSG00000271158"	"RP11-265D19.7"	1155
"ENSG00000271159"	"HINT1P2"	234
"ENSG00000271161"	"BOLA2P2"	815
"ENSG00000271162"	"RP1-57E3.1"	711
"ENSG00000271163"	"RP4-607J2.1"	284
"ENSG00000271164"	"RP4-789D17.4"	482
"ENSG00000271166"	"RP11-409O11.3"	543
"ENSG00000271167"	"LINC01109"	3080
"ENSG00000271171"	"CTC-523E23.15"	9266
"ENSG00000271172"	"RP11-660M5.1"	510
"ENSG00000271173"	"RP11-272J7.6"	511
"ENSG00000271174"	"RP11-814M22.2"	342
"ENSG00000271175"	"RP11-434J24.3"	241
"ENSG00000271177"	"RP11-575G13.3"	234
"ENSG00000271178"	"IGHV3OR16-13"	351
"ENSG00000271179"	"RP11-629P16.1"	465
"ENSG00000271180"	"RP11-665C16.8"	458
"ENSG00000271181"	"CTA-221G9.10"	245
"ENSG00000271182"	"RP11-678G14.5"	342
"ENSG00000271184"	"RP4-800O15.3"	1062
"ENSG00000271185"	"RP5-855F16.1"	312
"ENSG00000271187"	"RP11-309H21.4"	218
"ENSG00000271190"	"RPP40P2"	711
"ENSG00000271192"	"RP4-555D20.3"	547
"ENSG00000271194"	"RNF138P2"	591
"ENSG00000271195"	"RP11-162I7.2"	445
"ENSG00000271196"	"RP11-461O14.3"	192
"ENSG00000271198"	"VDAC3P1"	849
"ENSG00000271199"	"RP13-216E22.5"	345
"ENSG00000271200"	"RP11-430G17.3"	426
"ENSG00000271201"	"AB019440.50"	387
"ENSG00000271202"	"PRR13P7"	429
"ENSG00000271204"	"RP11-138A9.1"	1997
"ENSG00000271205"	"RP1-138A5.2"	149
"ENSG00000271207"	"MTCO1P22"	1359
"ENSG00000271208"	"RP1-142L7.8"	593
"ENSG00000271209"	"BRDTP1"	676
"ENSG00000271211"	"RP6-166C19.20"	252
"ENSG00000271214"	"RP11-9M16.3"	177
"ENSG00000271215"	"RPL21P136"	392
"ENSG00000271216"	"LINC01050"	1922
"ENSG00000271218"	"RP3-523E19.2"	454
"ENSG00000271219"	"RP11-369K17.2"	561
"ENSG00000271220"	"RP11-478H13.4"	240
"ENSG00000271222"	"RP11-1072C15.7"	323
"ENSG00000271225"	"BNIP3P4"	564
"ENSG00000271227"	"RP1-152L7.8"	337
"ENSG00000271228"	"CTC-336P14.1"	307
"ENSG00000271230"	"CTD-2195M18.2"	309
"ENSG00000271231"	"KRT18P9"	1299
"ENSG00000271232"	"CARSP1"	887
"ENSG00000271234"	"RP5-894D12.4"	499
"ENSG00000271235"	"RP11-1037D22.1"	603
"ENSG00000271236"	"SUMO2P15"	277
"ENSG00000271237"	"RP11-140C5.3"	604
"ENSG00000271238"	"RP11-510D21.2"	174
"ENSG00000271239"	"RP11-238F2.1"	626
"ENSG00000271240"	"RP11-157E21.2"	267
"ENSG00000271242"	"PRELID3BP2"	200
"ENSG00000271243"	"RP11-355B11.1"	620
"ENSG00000271245"	"RP4-761I2.5"	221
"ENSG00000271248"	"RP11-745K9.2"	447
"ENSG00000271249"	"RP11-424I3.1"	762
"ENSG00000271250"	"RP11-101P17.14"	105
"ENSG00000271251"	"RP11-543F8.3"	233
"ENSG00000271252"	"RP11-286B14.2"	285
"ENSG00000271253"	"CTD-2320J21.1"	396
"ENSG00000271254"	"AC240274.1"	4541
"ENSG00000271257"	"CTD-2117L12.3"	405
"ENSG00000271259"	"RP11-1109F11.5"	539
"ENSG00000271264"	"MZT1P1"	244
"ENSG00000271265"	"RP11-230C9.4"	445
"ENSG00000271266"	"LAPTM4BP2"	445
"ENSG00000271267"	"RP11-29H23.7"	256
"ENSG00000271268"	"AC015849.14"	473
"ENSG00000271269"	"RP11-317P15.6"	406
"ENSG00000271270"	"TMCC1-AS1"	14889
"ENSG00000271271"	"UGT2A2"	2904
"ENSG00000271272"	"RP11-510P12.1"	731
"ENSG00000271275"	"AC007326.9"	457
"ENSG00000271277"	"RP11-82O2.2"	378
"ENSG00000271278"	"TCEB1P33"	629
"ENSG00000271283"	"CTC-412M14.6"	206
"ENSG00000271284"	"SMIM12P1"	273
"ENSG00000271286"	"LL0XNC01-39B3.1"	699
"ENSG00000271287"	"BCRP9"	387
"ENSG00000271288"	"IGHV1OR15-3"	349
"ENSG00000271290"	"RP11-345E19.2"	628
"ENSG00000271291"	"RP11-289I10.3"	286
"ENSG00000271296"	"RP11-432M8.20"	330
"ENSG00000271298"	"RP5-1012F16.2"	219
"ENSG00000271299"	"CTD-2356P16.6"	303
"ENSG00000271302"	"RP11-647P12.2"	435
"ENSG00000271303"	"SRXN1"	2526
"ENSG00000271304"	"DPRXP2"	1056
"ENSG00000271306"	"RAC1P9"	390
"ENSG00000271307"	"AF146191.8"	883
"ENSG00000271309"	"RP1-85D24.2"	207
"ENSG00000271313"	"RP11-736G13.2"	303
"ENSG00000271314"	"RP11-435O5.6"	455
"ENSG00000271315"	"WI2-2221J1.1"	143
"ENSG00000271317"	"IGHD4OR15-4A"	18
"ENSG00000271318"	"AP000654.5"	585
"ENSG00000271320"	"RP11-1152H14.1"	659
"ENSG00000271321"	"CTAGE6"	2607
"ENSG00000271322"	"RP11-390F10.3"	297
"ENSG00000271327"	"RP11-1109F11.3"	1494
"ENSG00000271328"	"B3GNTL1P2"	287
"ENSG00000271329"	"RP5-891H21.5"	794
"ENSG00000271330"	"CTA-298G8.2"	303
"ENSG00000271332"	"RP11-797J4.1"	297
"ENSG00000271333"	"RP11-382B18.5"	146
"ENSG00000271334"	"CTD-2078B5.2"	1138
"ENSG00000271335"	"RP11-324I22.4"	1934
"ENSG00000271336"	"IGHD1OR15-1A"	16
"ENSG00000271337"	"NDE1P2"	1104
"ENSG00000271338"	"RP11-96J19.4"	684
"ENSG00000271339"	"RP11-1114A5.6"	501
"ENSG00000271340"	"CTD-2526A2.6"	155
"ENSG00000271343"	"RP11-435O11.5"	201
"ENSG00000271344"	"RP11-274B21.9"	1266
"ENSG00000271346"	"RP1-321E8.4"	253
"ENSG00000271349"	"RP11-44N17.2"	834
"ENSG00000271350"	"CTD-2384B9.1"	918
"ENSG00000271351"	"IGKV1OR2-9"	286
"ENSG00000271353"	"RP11-179H18.8"	429
"ENSG00000271355"	"RP4-666O22.3"	464
"ENSG00000271356"	"RP11-335E8.1"	906
"ENSG00000271357"	"RP11-843B15.3"	250
"ENSG00000271358"	"RP11-241N4.2"	281
"ENSG00000271360"	"RP11-138I18.1"	922
"ENSG00000271361"	"HTATSF1P2"	630
"ENSG00000271362"	"RP3-468B3.4"	241
"ENSG00000271364"	"RP11-81A1.8"	945
"ENSG00000271365"	"RP1-85D24.3"	198
"ENSG00000271366"	"AC002128.5"	616
"ENSG00000271367"	"RP3-483K16.4"	547
"ENSG00000271368"	"RP11-10E6.1"	783
"ENSG00000271369"	"RP11-350D17.3"	561
"ENSG00000271370"	"RP11-253I19.4"	378
"ENSG00000271373"	"NANOGP3"	285
"ENSG00000271375"	"RP11-295P22.2"	387
"ENSG00000271377"	"RP11-33I11.3"	393
"ENSG00000271378"	"C8orf59P2"	270
"ENSG00000271379"	"RP11-440G2.2"	690
"ENSG00000271380"	"RP11-307C12.12"	798
"ENSG00000271381"	"REXO1L9P"	2106
"ENSG00000271382"	"RP11-1060G2.2"	2772
"ENSG00000271383"	"NBPF19"	17257
"ENSG00000271384"	"RP11-435O5.7"	672
"ENSG00000271385"	"RP11-108M11.3"	130
"ENSG00000271386"	"SRGNP1"	450
"ENSG00000271387"	"RP11-382D12.2"	951
"ENSG00000271389"	"OSBPL9P1"	1468
"ENSG00000271390"	"RP11-89C3.3"	498
"ENSG00000271392"	"RP1-161P9.5"	478
"ENSG00000271394"	"7SK"	246
"ENSG00000271395"	"RP11-75N6.3"	2511
"ENSG00000271396"	"RP11-697E2.9"	892
"ENSG00000271397"	"RP5-1128N12.2"	612
"ENSG00000271398"	"RP5-1092A3.5"	424
"ENSG00000271399"	"RP4-799G3.2"	546
"ENSG00000271400"	"RP13-266I11.1"	828
"ENSG00000271401"	"RP11-171I2.3"	462
"ENSG00000271402"	"IGKV2OR2-2"	299
"ENSG00000271404"	"MZT1P2"	246
"ENSG00000271408"	"RP11-186O14.7"	718
"ENSG00000271409"	"RP11-432J9.3"	1961
"ENSG00000271410"	"RP11-506H20.2"	1215
"ENSG00000271412"	"PRR13P3"	375
"ENSG00000271413"	"RP11-809F4.4"	145
"ENSG00000271414"	"RP11-751K21.1"	444
"ENSG00000271415"	"RPL23AP90"	235
"ENSG00000271418"	"RP11-582E3.5"	300
"ENSG00000271419"	"RP4-591B8.3"	862
"ENSG00000271420"	"RP5-1057J7.7"	649
"ENSG00000271421"	"RP1-269O5.3"	357
"ENSG00000271423"	"CYCSP1"	314
"ENSG00000271424"	"RP11-647O20.1"	477
"ENSG00000271425"	"NBPF10"	14681
"ENSG00000271426"	"RP4-718P11.1"	645
"ENSG00000271427"	"RP11-188D8.1"	574
"ENSG00000271428"	"RP1-224A6.8"	487
"ENSG00000271429"	"RPL17P51"	237
"ENSG00000271433"	"PPATP2"	507
"ENSG00000271434"	"RP13-238F13.3"	1780
"ENSG00000271435"	"RP11-803A13.1"	477
"ENSG00000271437"	"RP11-295B17.6"	537
"ENSG00000271439"	"RP11-666A1.7"	286
"ENSG00000271440"	"RP11-373N24.2"	213
"ENSG00000271443"	"RP11-541E12.1"	1005
"ENSG00000271447"	"MMP28"	5961
"ENSG00000271449"	"CT45A2"	1484
"ENSG00000271452"	"RP11-342K6.2"	465
"ENSG00000271454"	"RP11-290L7.5"	1248
"ENSG00000271455"	"RP11-269M20.2"	282
"ENSG00000271456"	"CTC-661I16.2"	220
"ENSG00000271457"	"RP11-192B18.1"	540
"ENSG00000271459"	"RP4-560B9.6"	520
"ENSG00000271461"	"RP4-673D20.6"	2184
"ENSG00000271462"	"RP11-841C19.4"	234
"ENSG00000271464"	"DPRXP7"	465
"ENSG00000271465"	"SQSTM1P1"	858
"ENSG00000271466"	"CICP24"	2703
"ENSG00000271468"	"RP11-14N4.1"	843
"ENSG00000271474"	"RP11-710C12.1"	3328
"ENSG00000271475"	"RP4-799G3.1"	553
"ENSG00000271477"	"CTC-447K7.1"	647
"ENSG00000271480"	"MTND3P19"	344
"ENSG00000271482"	"CTB-152G17.4"	259
"ENSG00000271483"	"RP11-384A12.1"	162
"ENSG00000271484"	"RP11-132J14.3"	1118
"ENSG00000271486"	"AP000403.3"	850
"ENSG00000271488"	"RBM11P1"	798
"ENSG00000271490"	"RP11-60E8.4"	102
"ENSG00000271491"	"RP11-787P24.4"	691
"ENSG00000271492"	"MEMO1P5"	405
"ENSG00000271494"	"CTB-23I7.3"	1374
"ENSG00000271495"	"RP11-666O2.1"	327
"ENSG00000271496"	"SNRPGP20"	204
"ENSG00000271498"	"RP11-505K1.1"	531
"ENSG00000271499"	"CTC-559E9.9"	1926
"ENSG00000271500"	"RP11-288K12.1"	1977
"ENSG00000271502"	"RP6-166C19.17"	252
"ENSG00000271503"	"CCL5"	2104
"ENSG00000271507"	"RP11-603B24.6"	342
"ENSG00000271508"	"RP11-73B8.3"	188
"ENSG00000271509"	"RP11-382A18.3"	207
"ENSG00000271511"	"RP11-712C19.1"	245
"ENSG00000271519"	"RP11-307A17.2"	4773
"ENSG00000271522"	"RP11-36B6.1"	1516
"ENSG00000271523"	"RP4-576H24.5"	456
"ENSG00000271524"	"BNIP3P17"	594
"ENSG00000271525"	"ARF4P1"	540
"ENSG00000271526"	"RP4-668E10.2"	153
"ENSG00000271527"	"RP11-7G12.2"	534
"ENSG00000271530"	"WBP1LP12"	330
"ENSG00000271532"	"RP11-426K3.1"	278
"ENSG00000271533"	"RP3-368A4.6"	3684
"ENSG00000271536"	"RP11-51I5.1"	525
"ENSG00000271537"	"RP11-365F18.6"	585
"ENSG00000271538"	"RP11-326I11.4"	4967
"ENSG00000271543"	"RP11-692M12.5"	210
"ENSG00000271544"	"AC006499.9"	22
"ENSG00000271546"	"RP4-725K1.1"	528
"ENSG00000271547"	"RP11-579D7.8"	510
"ENSG00000271550"	"BNIP3P11"	561
"ENSG00000271551"	"RP11-230C9.2"	1247
"ENSG00000271553"	"RP11-274B21.10"	1113
"ENSG00000271554"	"RP4-665N4.8"	747
"ENSG00000271555"	"CTD-3214K23.1"	238
"ENSG00000271557"	"YPEL5P2"	358
"ENSG00000271558"	"RP11-445P19.2"	258
"ENSG00000271559"	"RP11-380N8.6"	312
"ENSG00000271560"	"KB-1410C5.4"	153
"ENSG00000271563"	"HIRAP1"	786
"ENSG00000271564"	"RP13-444H2.1"	1468
"ENSG00000271565"	"RP4-775C13.2"	209
"ENSG00000271567"	"PPIAL4E"	759
"ENSG00000271568"	"RP11-632K21.7"	1083
"ENSG00000271569"	"IGKV1OR2-6"	276
"ENSG00000271573"	"RP11-96C23.12"	293
"ENSG00000271576"	"RP11-486G15.2"	1600
"ENSG00000271578"	"RP5-1033H2.1"	474
"ENSG00000271579"	"RP11-116D17.3"	1120
"ENSG00000271580"	"RP11-536L3.4"	783
"ENSG00000271581"	"XXbac-BPG248L24.12"	990
"ENSG00000271582"	"RP11-511P7.4"	1074
"ENSG00000271583"	"RP11-638D14.1"	537
"ENSG00000271584"	"RP11-89C3.4"	1606
"ENSG00000271585"	"CTB-88F18.4"	354
"ENSG00000271586"	"RP11-52M17.1"	455
"ENSG00000271587"	"GS1-531I17.3"	309
"ENSG00000271588"	"LARP7P1"	315
"ENSG00000271589"	"RP11-130N24.2"	159
"ENSG00000271590"	"RP11-181E10.3"	1481
"ENSG00000271595"	"TCEB1P35"	335
"ENSG00000271596"	"RP11-407N8.4"	267
"ENSG00000271597"	"RP11-85D18.1"	546
"ENSG00000271598"	"CTD-2542C24.9"	126
"ENSG00000271600"	"RP11-864G5.8"	240
"ENSG00000271601"	"LIX1L"	3985
"ENSG00000271602"	"KRT8P49"	1431
"ENSG00000271605"	"MILR1"	2469
"ENSG00000271606"	"RP11-27G13.5"	140
"ENSG00000271607"	"RP3-418A9.3"	309
"ENSG00000271608"	"RP11-697G4.4"	189
"ENSG00000271609"	"CTB-31N19.4"	307
"ENSG00000271611"	"RP4-813F11.3"	143
"ENSG00000271612"	"HSPE1P14"	300
"ENSG00000271614"	"LINC00936"	3631
"ENSG00000271615"	"ACTG1P22"	1955
"ENSG00000271616"	"RP11-578F21.13"	257
"ENSG00000271618"	"RP11-175G14.2"	181
"ENSG00000271620"	"IGHV3OR16-7"	358
"ENSG00000271621"	"RP11-60E8.3"	387
"ENSG00000271623"	"RP11-435I10.5"	633
"ENSG00000271624"	"RP11-651K21.1"	843
"ENSG00000271625"	"PSMA6P4"	717
"ENSG00000271626"	"RP11-3K24.2"	381
"ENSG00000271627"	"RP11-165D20.1"	582
"ENSG00000271629"	"RP11-79J24.1"	378
"ENSG00000271631"	"RP11-408O19.5"	609
"ENSG00000271632"	"RP11-496I2.7"	516
"ENSG00000271635"	"RP11-68E19.1"	1524
"ENSG00000271638"	"BNIP3P19"	576
"ENSG00000271639"	"RP11-289A15.1"	1550
"ENSG00000271642"	"MARK3P1"	642
"ENSG00000271643"	"RP11-10C24.3"	4522
"ENSG00000271644"	"RP3-365I19.2"	110
"ENSG00000271646"	"RP11-326I11.3"	2502
"ENSG00000271647"	"KRT8P47"	1397
"ENSG00000271650"	"AL031601.4"	393
"ENSG00000271652"	"RP11-168P6.2"	375
"ENSG00000271653"	"RP11-259K5.1"	1209
"ENSG00000271654"	"RP11-685B14.3"	669
"ENSG00000271655"	"BNIP3P35"	489
"ENSG00000271656"	"RP11-114N19.5"	320
"ENSG00000271657"	"RP11-270B14.1"	393
"ENSG00000271659"	"RP11-435O5.4"	475
"ENSG00000271660"	"RP1-73A14.2"	309
"ENSG00000271661"	"BNIP3P36"	572
"ENSG00000271662"	"RP11-141C7.3"	1068
"ENSG00000271664"	"RP4-800G7.3"	1091
"ENSG00000271666"	"CTC-523E23.9"	582
"ENSG00000271667"	"RP11-338I24.1"	169
"ENSG00000271670"	"RP11-95I16.4"	623
"ENSG00000271671"	"RP11-598F17.2"	294
"ENSG00000271672"	"DUXAP8"	621
"ENSG00000271676"	"RP11-1E1.2"	963
"ENSG00000271677"	"RP1-274L7.3"	396
"ENSG00000271679"	"LSM1P2"	321
"ENSG00000271680"	"RP11-564A8.8"	465
"ENSG00000271681"	"RP11-1259L22.2"	473
"ENSG00000271682"	"RP11-393B14.2"	350
"ENSG00000271686"	"CTD-2230M5.3"	819
"ENSG00000271687"	"MTND5P10"	1808
"ENSG00000271691"	"RP11-812E19.12"	199
"ENSG00000271693"	"CTD-2194M22.1"	116
"ENSG00000271696"	"RP11-548K12.13"	942
"ENSG00000271697"	"RP11-1012A1.10"	155
"ENSG00000271698"	"GS1-393G12.13"	1590
"ENSG00000271699"	"SNX29P2"	2421
"ENSG00000271701"	"RP11-438F14.10"	453
"ENSG00000271702"	"RP11-63N3.2"	273
"ENSG00000271704"	"BNIP3P20"	577
"ENSG00000271705"	"RPL17P3"	523
"ENSG00000271707"	"ATP1B3P1"	820
"ENSG00000271709"	"RP11-297J22.1"	706
"ENSG00000271710"	"NDUFA8P1"	366
"ENSG00000271711"	"RP11-392O18.2"	615
"ENSG00000271712"	"RP11-688D15.2"	1018
"ENSG00000271714"	"CTD-2377O17.1"	1961
"ENSG00000271715"	"CTD-2256P15.5"	429
"ENSG00000271716"	"RP11-169K17.4"	578
"ENSG00000271717"	"CTD-3020H12.4"	346
"ENSG00000271723"	"MROH7-TTC4"	8969
"ENSG00000271724"	"CTC-359M8.3"	510
"ENSG00000271725"	"RP11-761I4.4"	474
"ENSG00000271727"	"RP11-532F6.4"	1629
"ENSG00000271730"	"RP11-787I22.3"	643
"ENSG00000271732"	"RP5-1182A14.5"	338
"ENSG00000271734"	"RP1-111B22.3"	469
"ENSG00000271736"	"RP11-85G21.3"	3703
"ENSG00000271737"	"CTB-113I20.2"	415
"ENSG00000271739"	"RNU1-29P"	125
"ENSG00000271741"	"RP11-244H3.4"	3082
"ENSG00000271742"	"RP4-680D5.9"	255
"ENSG00000271743"	"CTD-2541M15.3"	1594
"ENSG00000271746"	"RP1-202O8.3"	836
"ENSG00000271749"	"RP11-269G24.7"	231
"ENSG00000271751"	"RP11-110I1.14"	414
"ENSG00000271752"	"RP11-269M20.3"	407
"ENSG00000271754"	"RP3-337H4.9"	544
"ENSG00000271755"	"RP1-153G14.4"	2954
"ENSG00000271758"	"RP11-35J10.5"	583
"ENSG00000271761"	"XXbac-BPGBPG55C20.3"	539
"ENSG00000271763"	"RP11-386M24.9"	444
"ENSG00000271765"	"RN7SKP299"	300
"ENSG00000271766"	"CTD-2195M15.3"	442
"ENSG00000271771"	"RP11-1250I15.3"	646
"ENSG00000271774"	"RP4-678D15.1"	721
"ENSG00000271776"	"RP11-52L5.6"	3490
"ENSG00000271778"	"RP11-379F4.8"	577
"ENSG00000271779"	"RP11-87N3.6"	252
"ENSG00000271780"	"RP11-1017G21.5"	1078
"ENSG00000271781"	"CTD-2589H19.6"	790
"ENSG00000271784"	"RP1-28H20.3"	630
"ENSG00000271787"	"RP11-254F7.3"	445
"ENSG00000271788"	"CTD-2201E18.5"	810
"ENSG00000271789"	"RP5-1112D6.7"	1384
"ENSG00000271792"	"CTB-35F21.5"	167
"ENSG00000271793"	"RP11-321N4.5"	11219
"ENSG00000271795"	"CTC-251D13.1"	3316
"ENSG00000271797"	"CTC-428G20.6"	943
"ENSG00000271798"	"SNORA51"	131
"ENSG00000271803"	"RP1-63M2.5"	438
"ENSG00000271806"	"RP5-892K4.1"	4195
"ENSG00000271810"	"RP11-426L16.10"	1267
"ENSG00000271811"	"RP1-79C4.4"	2044
"ENSG00000271814"	"RN7SKP290"	194
"ENSG00000271816"	"BMS1P4"	1901
"ENSG00000271817"	"U3"	218
"ENSG00000271818"	"RN7SKP4"	321
"ENSG00000271819"	"RNU6-94P"	106
